OGD_ID,LOK_NR,LOK_TEXT,LOK_STATUS,LOK_ART,LOK_GEOMETRIE
LOKALISATION_629,1555,Primelstrasse,1,1,POINT (8.51607352 47.41347541)
LOKALISATION_630,18,Agleistrasse,1,1,POINT (8.51714700 47.41327985)
LOKALISATION_631,2125,Waldstrasse,1,1,POINT (8.52374386 47.40995731)
LOKALISATION_632,1799,Schützenmatt,1,1,POINT (8.52496521 47.40903919)
LOKALISATION_633,2201,Winkelstrasse,1,1,POINT (8.52219509 47.41071083)
LOKALISATION_634,50,Althoosstrasse,1,1,POINT (8.52301140 47.41077321)
LOKALISATION_635,2130,Wannenholzstrasse,1,1,POINT (8.52026030 47.41134983)
LOKALISATION_636,86,Anton-Higi-Strasse,1,1,POINT (8.52623453 47.40948978)
LOKALISATION_637,2243,Zelgwiesenstrasse,1,1,POINT (8.52782889 47.41293038)
LOKALISATION_638,1168,Krönleinstrasse,1,1,POINT (8.55992579 47.38230717)
LOKALISATION_639,861,Hinterbergstrasse,1,1,POINT (8.55804794 47.38456245)
LOKALISATION_640,1760,Schlösslistrasse,1,1,POINT (8.55925199 47.38420812)
LOKALISATION_641,559,Forsterstrasse,1,1,POINT (8.56274989 47.38054790)
LOKALISATION_642,1311,Maienburgweg,1,1,POINT (8.56210849 47.38214825)
LOKALISATION_643,1895,Spillmannweg,1,1,POINT (8.55481519 47.38365031)
LOKALISATION_644,535,Ferdinand-Hodler-Strasse,1,1,POINT (8.50143908 47.40387581)
LOKALISATION_645,1142,Konrad-Ilg-Strasse,1,1,POINT (8.48078544 47.40624118)
LOKALISATION_646,2188,Wiedingsteig,1,1,POINT (8.51959520 47.36656132)
LOKALISATION_647,724,Grubenstrasse,1,1,POINT (8.51063058 47.36243092)
LOKALISATION_648,2286,Zypressenstrasse,1,1,POINT (8.51191404 47.37669928)
LOKALISATION_649,2379,Ampèresteg,1,1,POINT (8.51916120 47.39241557)
LOKALISATION_650,1906,Sprensenbühlstrasse,1,1,POINT (8.56378412 47.36846992)
LOKALISATION_651,806,Hauserstrasse,1,1,POINT (8.56532194 47.37164318)
LOKALISATION_652,395,Doldertal,1,1,POINT (8.56490333 47.37295739)
LOKALISATION_653,1090,Kempfhofsteig,1,1,POINT (8.51110785 47.39818952)
LOKALISATION_654,632,Geeringsteig,1,1,POINT (8.47558021 47.41526006)
LOKALISATION_655,1475,Oberer Bodenweg,1,1,POINT (8.47722216 47.41558154)
LOKALISATION_656,808,Hauswiesenweg,1,1,POINT (8.47540895 47.41418288)
LOKALISATION_657,1183,Kürbergstrasse,1,1,POINT (8.50657375 47.39917627)
LOKALISATION_658,90,Appenzellerstrasse,1,1,POINT (8.50718332 47.40143196)
LOKALISATION_659,976,Im Maas,1,1,POINT (8.50460826 47.40194773)
LOKALISATION_660,69,Am Wasser,1,1,POINT (8.50957973 47.39520300)
LOKALISATION_661,6,Ackersteinstrasse,1,1,POINT (8.51255589 47.39570913)
LOKALISATION_662,171,Bäulistrasse,1,1,POINT (8.50217278 47.39968398)
LOKALISATION_663,1133,Kochstrasse,1,1,POINT (8.51529753 47.37808588)
LOKALISATION_664,340,Buschbergstrasse,1,1,POINT (8.58713389 47.37952805)
LOKALISATION_665,409,Dreiwiesenstrasse,1,1,POINT (8.59022524 47.37424289)
LOKALISATION_666,9,Adlisbergstrasse,1,1,POINT (8.58816927 47.37272924)
LOKALISATION_667,49,Althoossteig,1,1,POINT (8.52534675 47.41119963)
LOKALISATION_668,1675,Ruchackerstrasse,1,1,POINT (8.52666455 47.41243930)
LOKALISATION_669,223,Binderweg,1,1,POINT (8.52884075 47.41434142)
LOKALISATION_670,2279,Zwielplatz,1,2,POINT (8.49686674 47.40200476)
LOKALISATION_671,297,Brunnwiesenstrasse,1,1,POINT (8.50497243 47.40040829)
LOKALISATION_672,1355,Meierhofplatz,1,2,POINT (8.49955533 47.40188345)
LOKALISATION_673,1015,In der Schüpf,1,1,POINT (8.49366890 47.40208335)
LOKALISATION_674,2204,Winzerhalde,1,1,POINT (8.49209342 47.39974329)
LOKALISATION_675,1019,Inselhofstrasse,1,1,POINT (8.55742711 47.35769488)
LOKALISATION_676,2238,Zeisigweg,1,1,POINT (8.52668328 47.34303732)
LOKALISATION_677,75,Amselsteig,1,1,POINT (8.52581679 47.34241435)
LOKALISATION_678,979,Im Raindörfli,1,1,POINT (8.52664663 47.34349630)
LOKALISATION_679,213,Besenrainweg,1,1,POINT (8.52794075 47.34616437)
LOKALISATION_680,2218,Woloweg,1,1,POINT (8.52750053 47.34389928)
LOKALISATION_681,1185,Kürbsensteig,1,1,POINT (8.52627137 47.34660613)
LOKALISATION_682,3,Abendweg,1,1,POINT (8.52858981 47.34957768)
LOKALISATION_683,288,Brunaubrücke,1,1,POINT (8.52450813 47.35297961)
LOKALISATION_684,1565,Rainfussweg,1,1,POINT (8.52955728 47.34269832)
LOKALISATION_685,714,Gretenweg,1,1,POINT (8.53062859 47.34857202)
LOKALISATION_686,505,Etzelweg,1,1,POINT (8.53071689 47.34842380)
LOKALISATION_687,220,Billoweg,1,1,POINT (8.53145756 47.35223578)
LOKALISATION_688,470,Engadinerweg,1,1,POINT (8.49408108 47.40739525)
LOKALISATION_689,1371,Michelstrasse,1,1,POINT (8.49476909 47.40762725)
LOKALISATION_690,1366,Merkurstrasse,1,1,POINT (8.55590454 47.36791182)
LOKALISATION_691,2085,Veilchenstrasse,1,1,POINT (8.56292251 47.36612594)
LOKALISATION_692,539,Fichtenstrasse,1,1,POINT (8.56347595 47.36632581)
LOKALISATION_693,1713,Samariterstrasse,1,1,POINT (8.56196588 47.36769943)
LOKALISATION_694,2336,Naphtastrasse,1,1,POINT (8.51601553 47.38666895)
LOKALISATION_695,2338,Lichtstrasse,1,1,POINT (8.51759724 47.38630760)
LOKALISATION_696,2337,Zahnradstrasse,1,1,POINT (8.51660030 47.38642009)
LOKALISATION_697,1745,Schiffbauplatz,1,2,POINT (8.51960717 47.38859639)
LOKALISATION_698,2003,Tannenrauchstrasse,1,1,POINT (8.52947824 47.34321652)
LOKALISATION_699,1639,Rodungsweg,1,1,POINT (8.48601193 47.41421111)
LOKALISATION_700,1463,Notzenschürlistrasse,1,1,POINT (8.49014325 47.41123675)
LOKALISATION_701,170,Bäulisteig,1,1,POINT (8.50272043 47.40048499)
LOKALISATION_702,1755,Schlehdornweg,1,1,POINT (8.52616184 47.40874453)
LOKALISATION_703,2241,Zelgmatt,1,1,POINT (8.52742504 47.41263786)
LOKALISATION_704,908,Holzmatt,1,1,POINT (8.52642391 47.41331140)
LOKALISATION_705,96,Arnikaweg,1,1,POINT (8.53137393 47.41485373)
LOKALISATION_706,103,Aspholzstrasse,1,1,POINT (8.50229461 47.42596163)
LOKALISATION_707,2236,Zehntenhausplatz,1,2,POINT (8.50702149 47.41894447)
LOKALISATION_708,1796,Schürliweg,1,1,POINT (8.50237929 47.41800030)
LOKALISATION_709,1515,Owenweg,1,1,POINT (8.52509911 47.33821132)
LOKALISATION_710,1930,Staubstrasse,1,1,POINT (8.53138622 47.34715570)
LOKALISATION_711,914,Honrainweg,1,1,POINT (8.53280329 47.35015660)
LOKALISATION_712,1100,Kilchbergstrasse,1,1,POINT (8.53431654 47.34178201)
LOKALISATION_713,31,Albisstrasse,1,1,POINT (8.53084031 47.34406744)
LOKALISATION_714,1320,Maneggbrücke,1,1,POINT (8.51882053 47.33693505)
LOKALISATION_715,304,Buchensteig,1,1,POINT (8.57208170 47.35727616)
LOKALISATION_716,2073,Unterfeldstrasse,1,1,POINT (8.56003282 47.41162315)
LOKALISATION_717,680,Glattstegweg,1,1,POINT (8.57624277 47.41011480)
LOKALISATION_718,387,Dienerhölzliweg,1,1,POINT (8.57343913 47.36834091)
LOKALISATION_719,273,Breitweg,1,1,POINT (8.57740170 47.37276725)
LOKALISATION_720,1479,Oberer Selnauweg,1,1,POINT (8.58384520 47.36366280)
LOKALISATION_721,1888,Speerstrasse,1,1,POINT (8.52789015 47.34087560)
LOKALISATION_722,600,Frohalpstrasse,1,1,POINT (8.52462993 47.34258794)
LOKALISATION_723,1395,Morgentalstrasse,1,1,POINT (8.52954124 47.34405068)
LOKALISATION_724,504,Etzelstrasse,1,1,POINT (8.53053763 47.34790576)
LOKALISATION_725,803,Haumesserstrasse,1,1,POINT (8.53199468 47.34922921)
LOKALISATION_726,2360,Serpentinweg,1,1,POINT (8.59928014 47.35522941)
LOKALISATION_727,2345,Maschinenstrasse,1,1,POINT (8.51613162 47.38757393)
LOKALISATION_728,1676,Rückgasse,1,1,POINT (8.55268603 47.36087710)
LOKALISATION_729,48,Altenhofstrasse,1,1,POINT (8.55998426 47.35411665)
LOKALISATION_730,1847,Siegfriedstrasse,1,1,POINT (8.55785007 47.35499056)
LOKALISATION_731,1827,Seefeldstrasse,1,1,POINT (8.55700742 47.35512033)
LOKALISATION_732,628,Gasstrasse,1,1,POINT (8.55622830 47.35560054)
LOKALISATION_733,519,Feilengasse,1,1,POINT (8.55584287 47.35689885)
LOKALISATION_734,684,Gletscherstrasse,1,1,POINT (8.55749050 47.35684062)
LOKALISATION_735,1324,Mantelgasse,1,1,POINT (8.55793798 47.35644720)
LOKALISATION_736,277,Brotgasse,1,1,POINT (8.55053671 47.36317681)
LOKALISATION_737,2176,Werkgasse,1,1,POINT (8.54974050 47.36267047)
LOKALISATION_738,1178,Küngenmatt,1,1,POINT (8.50753284 47.36894469)
LOKALISATION_739,261,Brahmsstrasse,1,1,POINT (8.50501446 47.37860224)
LOKALISATION_740,1544,Plätschweg,1,1,POINT (8.50348951 47.41750712)
LOKALISATION_741,1009,In Büngerten,1,1,POINT (8.50470355 47.42051858)
LOKALISATION_742,893,Höhenring,1,1,POINT (8.54253185 47.41958199)
LOKALISATION_743,159,Bärenbohlstrasse,1,1,POINT (8.51508676 47.43089946)
LOKALISATION_744,912,Hönggerstrasse,1,1,POINT (8.52036945 47.39458829)
LOKALISATION_745,2219,Wonnebergstrasse,1,1,POINT (8.56591510 47.35122920)
LOKALISATION_746,480,Enzenried,1,1,POINT (8.57303345 47.34835521)
LOKALISATION_747,1931,Staudenbühlstrasse,1,1,POINT (8.53710079 47.41928041)
LOKALISATION_748,1236,Lengghalde,1,1,POINT (8.57326867 47.35283419)
LOKALISATION_749,997,Im Walder,1,1,POINT (8.57383471 47.34868099)
LOKALISATION_750,2306,Oberscheunenweg,1,1,POINT (8.53593885 47.33567004)
LOKALISATION_751,2304,Talweg,1,1,POINT (8.53885752 47.33335259)
LOKALISATION_752,333,Burgsteig,1,1,POINT (8.52649323 47.39182841)
LOKALISATION_753,2513,Eichraintunnel,1,1,POINT (8.54873210 47.42930374)
LOKALISATION_754,560,Forsthausstrasse,1,1,POINT (8.59170435 47.37509217)
LOKALISATION_755,1448,Neumünsterstrasse,1,1,POINT (8.55935639 47.36133827)
LOKALISATION_756,1447,Neumünsterallee,1,1,POINT (8.55669751 47.36248885)
LOKALISATION_757,414,Dufourstrasse,1,1,POINT (8.55520844 47.35463627)
LOKALISATION_758,918,Hornbachstrasse,1,1,POINT (8.55543196 47.35565141)
LOKALISATION_759,2481,Drahtzugsteig,1,1,POINT (8.56559601 47.35997522)
LOKALISATION_760,2482,Arianestrasse,1,1,POINT (8.55677386 47.42483737)
LOKALISATION_761,2485,Hunzikerplatz,1,2,POINT (8.55984497 47.41398981)
LOKALISATION_762,2486,Holderbachwiese,1,2,POINT (8.50541361 47.42203741)
LOKALISATION_763,788,Hardstrasse,1,1,POINT (8.52101074 47.38900513)
LOKALISATION_764,2489,Ueberlandpark,0,1,POINT (8.56813418 47.40899836)
LOKALISATION_765,791,Hardturmstrasse,1,1,POINT (8.51442069 47.39299496)
LOKALISATION_766,2490,Hamamelisweg,1,1,POINT (8.54177963 47.40413588)
LOKALISATION_767,2090,Viaduktstrasse,1,1,POINT (8.52084201 47.38508283)
LOKALISATION_768,1728,Schanzengrabenpromenade,1,1,POINT (8.53930081 47.36639706)
LOKALISATION_769,1920,Stadthausquai,1,1,POINT (8.54180539 47.36929411)
LOKALISATION_770,2344,Nagelfluhweg,1,1,POINT (8.58613530 47.35650531)
LOKALISATION_771,374,Damhirschweg,1,1,POINT (8.52815233 47.39938296)
LOKALISATION_772,980,Im Rehsprung,1,1,POINT (8.52759497 47.40033992)
LOKALISATION_773,1272,Lindenweg,1,1,POINT (8.52512099 47.40147292)
LOKALISATION_774,2397,Vulkanplatz,1,2,POINT (8.49039473 47.39236452)
LOKALISATION_775,1337,Martastrasse,1,1,POINT (8.51376743 47.37543288)
LOKALISATION_776,1853,Sihlfeldstrasse,1,1,POINT (8.51713273 47.37391936)
LOKALISATION_777,1823,Seebahnstrasse,1,1,POINT (8.51942510 47.37392947)
LOKALISATION_778,1096,Kiefernweg,1,1,POINT (8.53386768 47.40703901)
LOKALISATION_779,742,Guggachstrasse,1,1,POINT (8.53853799 47.39629191)
LOKALISATION_780,1982,Strickhofstrasse,1,1,POINT (8.55018049 47.39529873)
LOKALISATION_781,1942,Steinbrüchelstrasse,1,1,POINT (8.59009353 47.35620745)
LOKALISATION_782,1731,Schäracher,1,1,POINT (8.59728122 47.35432646)
LOKALISATION_783,1491,Oetenbachgasse,1,1,POINT (8.54049805 47.37396765)
LOKALISATION_784,514,Farbhofstrasse,1,1,POINT (8.47754935 47.39121458)
LOKALISATION_785,271,Breitingerstrasse,1,1,POINT (8.53449180 47.36253133)
LOKALISATION_786,2464,Maneggstrasse,1,1,POINT (8.51993813 47.34138354)
LOKALISATION_787,2409,Robert-Stephenson-Weg,1,1,POINT (8.52931304 47.38045093)
LOKALISATION_788,2508,Friesenbergplatz,1,2,POINT (8.50691313 47.36063051)
LOKALISATION_789,2507,Tuchmacherstrasse,1,1,POINT (8.52112156 47.34136674)
LOKALISATION_790,2506,Maneggplatz,1,2,POINT (8.52039905 47.33984310)
LOKALISATION_791,1454,Niederhofenrain,1,1,POINT (8.57492945 47.34906053)
LOKALISATION_792,731,Grünwaldstrasse,1,1,POINT (8.48423061 47.41738898)
LOKALISATION_793,1738,Scheibenrain,1,1,POINT (8.52215092 47.34720600)
LOKALISATION_794,1830,Seeholzweg,1,1,POINT (8.49257534 47.42851455)
LOKALISATION_795,2436,Brühlbachweg,1,1,POINT (8.57048202 47.41853182)
LOKALISATION_796,2216,Wolfgrimweg,1,1,POINT (8.52440002 47.40044693)
LOKALISATION_797,1441,Neufrankengasse,1,1,POINT (8.52586149 47.38095409)
LOKALISATION_798,1602,Reitweg,1,1,POINT (8.52751505 47.40365374)
LOKALISATION_799,1687,Rumpelhaldenweg,1,1,POINT (8.52557179 47.40491835)
LOKALISATION_800,2131,Wannenweg,1,1,POINT (8.52971235 47.40084764)
LOKALISATION_801,1939,Steigholzweg,1,1,POINT (8.52753911 47.40329591)
LOKALISATION_802,372,Dachsschleife,1,1,POINT (8.52466126 47.40397287)
LOKALISATION_803,798,Hasenrain,1,1,POINT (8.52142555 47.40296733)
LOKALISATION_804,73,Ameisenweg,1,1,POINT (8.52293151 47.40537675)
LOKALISATION_805,796,Haselmausweg,1,1,POINT (8.49734440 47.41583240)
LOKALISATION_806,931,Huberholzweg,1,1,POINT (8.49208442 47.41367843)
LOKALISATION_807,1229,Lehmgrubenweg,1,1,POINT (8.49691549 47.41398208)
LOKALISATION_808,2147,Wehrlisteig,1,1,POINT (8.51266041 47.40142008)
LOKALISATION_809,1288,Loorenrank,1,1,POINT (8.59569134 47.35883928)
LOKALISATION_810,2268,Zschokkestrasse,1,1,POINT (8.52345419 47.39602378)
LOKALISATION_811,366,Corrodistrasse,1,1,POINT (8.52443907 47.39615731)
LOKALISATION_812,916,Horensteinstrasse,1,1,POINT (8.50650100 47.42715902)
LOKALISATION_813,1594,Regulastrasse,1,1,POINT (8.50888513 47.41743445)
LOKALISATION_814,2380,Steinfelsplatz,1,2,POINT (8.52064435 47.38828600)
LOKALISATION_815,2001,Talwiesenstrasse,1,1,POINT (8.51668892 47.36354683)
LOKALISATION_816,238,Blauäcker,1,1,POINT (8.57169167 47.40572841)
LOKALISATION_817,1959,Stettbachweg,1,1,POINT (8.57343544 47.40394927)
LOKALISATION_818,1169,Kronwiesenstrasse,1,1,POINT (8.58000830 47.40430505)
LOKALISATION_819,1421,Murwiesenweg,1,1,POINT (8.55585948 47.40118671)
LOKALISATION_820,959,Im Glockenacker,1,1,POINT (8.60129939 47.36041864)
LOKALISATION_821,2038,Trichtenhausenstrasse,1,1,POINT (8.60183356 47.35154650)
LOKALISATION_822,2270,Zum Sillerblick,1,1,POINT (8.58278177 47.35909090)
LOKALISATION_823,1382,Möcklistrasse,1,1,POINT (8.59571491 47.35746186)
LOKALISATION_824,196,Berghaldenstrasse,1,1,POINT (8.59698694 47.35688444)
LOKALISATION_825,64,Am Oeschbrig,1,1,POINT (8.59888034 47.35838672)
LOKALISATION_826,365,Corrodisteig,1,1,POINT (8.52489701 47.39715893)
LOKALISATION_827,300,Bucheggplatz,1,2,POINT (8.53286073 47.39871621)
LOKALISATION_828,284,Bruggerweg,1,1,POINT (8.52431885 47.39744633)
LOKALISATION_829,1579,Rebeggweg,1,1,POINT (8.49966708 47.35490942)
LOKALISATION_830,1446,Neumühlequai,1,1,POINT (8.54016789 47.38242988)
LOKALISATION_831,2139,Wasserwerkstrasse,1,1,POINT (8.53282825 47.38781491)
LOKALISATION_832,2491,Regensbergbrücke,1,1,POINT (8.53880681 47.40921179)
LOKALISATION_833,1300,Luggwegstrasse,1,1,POINT (8.49135269 47.38946430)
LOKALISATION_834,2492,Im Trumeter,1,1,POINT (8.50293991 47.39888024)
LOKALISATION_835,2493,Spatzenweg,0,1,POINT (8.59372065 47.39901351)
LOKALISATION_836,841,Herdernstrasse,1,1,POINT (8.50701711 47.38396549)
LOKALISATION_837,2494,Otto-Nauer-Weg,0,1,POINT (8.56718734 47.40836421)
LOKALISATION_838,2495,Anna-Häuptli-Weg,0,1,POINT (8.56791268 47.40855604)
LOKALISATION_839,1251,Letzigraben,1,1,POINT (8.50015997 47.37894438)
LOKALISATION_840,2509,Wollishoferplatz,1,2,POINT (8.53044701 47.33849363)
LOKALISATION_841,2496,Marie-Baum-Weg,1,1,POINT (8.50920891 47.40826933)
LOKALISATION_842,2497,Otto-Stern-Weg,1,1,POINT (8.50980772 47.40918787)
LOKALISATION_843,2498,Laura-Hezner-Weg,1,1,POINT (8.50500876 47.40717764)
LOKALISATION_844,2501,Robert-Durrer-Weg,1,1,POINT (8.51079181 47.40735628)
LOKALISATION_845,2500,Flora-Ruchat-Roncati-Garten,1,2,POINT (8.50700647 47.40935922)
LOKALISATION_846,2502,Franz-Reuleaux-Weg,1,1,POINT (8.51055011 47.40863624)
LOKALISATION_847,2503,Tadeus-Reichstein-Weg,1,1,POINT (8.51115925 47.40912846)
LOKALISATION_848,1536,Pfingstweidstrasse,1,1,POINT (8.50619472 47.39129037)
LOKALISATION_849,2505,Zwidenweg,1,1,POINT (8.51054426 47.41082927)
LOKALISATION_850,441,Eichhörnliweg,1,1,POINT (8.53132448 47.40100108)
LOKALISATION_851,2512,Ulmbergtunnel,1,1,POINT (8.53060728 47.36733860)
LOKALISATION_852,1227,Lehenstrasse,1,1,POINT (8.52408726 47.39670210)
LOKALISATION_853,1673,Rousseaustrasse,1,1,POINT (8.53343764 47.38944010)
LOKALISATION_854,401,Dorfstrasse,1,1,POINT (8.52412011 47.39388488)
LOKALISATION_855,992,Im Sydefädeli,1,1,POINT (8.52014660 47.39420668)
LOKALISATION_856,1990,Sunnige Hof,1,1,POINT (8.58674239 47.39892838)
LOKALISATION_857,1957,Stettbacherrain,1,1,POINT (8.58792259 47.39741479)
LOKALISATION_858,435,Eichacker,1,1,POINT (8.58501132 47.39968316)
LOKALISATION_859,1616,Riedackerstrasse,1,1,POINT (8.58662324 47.40088813)
LOKALISATION_860,63,Am Luchsgraben,1,1,POINT (8.58458608 47.40542865)
LOKALISATION_861,471,Engelbertstrasse,1,1,POINT (8.58948684 47.39882379)
LOKALISATION_862,899,Hohmoos,1,1,POINT (8.59276124 47.39700020)
LOKALISATION_863,1047,Käferholzstrasse,1,1,POINT (8.53105227 47.40198736)
LOKALISATION_864,2514,Bucheggtunnel,1,1,POINT (8.53397147 47.39799834)
LOKALISATION_865,2109,Waidstrasse,1,1,POINT (8.52279400 47.39635468)
LOKALISATION_866,1654,Rosengartenbrücke,1,1,POINT (8.52474845 47.39468480)
LOKALISATION_867,1655,Rosengartenstrasse,1,1,POINT (8.52433023 47.39305353)
LOKALISATION_868,1437,Neptunstrasse,1,1,POINT (8.55636498 47.36676375)
LOKALISATION_869,1376,Minervastrasse,1,1,POINT (8.55361892 47.36843616)
LOKALISATION_870,903,Hölderlinsteig,1,1,POINT (8.56467598 47.36668899)
LOKALISATION_871,1161,Kreuzbühlstrasse,1,1,POINT (8.55354590 47.36499334)
LOKALISATION_872,2245,Zeltweg,1,1,POINT (8.55211135 47.36773973)
LOKALISATION_873,76,An der Specki,1,1,POINT (8.59561071 47.36346770)
LOKALISATION_874,1287,Loorenrain,1,1,POINT (8.59543261 47.36404944)
LOKALISATION_875,1885,Spanweidstrasse,1,1,POINT (8.54024187 47.38721776)
LOKALISATION_876,1357,Meierweg,1,1,POINT (8.53838397 47.38887961)
LOKALISATION_877,1537,Pfirsichstrasse,1,1,POINT (8.53758424 47.38961068)
LOKALISATION_878,2210,Wissmannstrasse,1,1,POINT (8.53663890 47.39368540)
LOKALISATION_879,1754,Schlatterweg,1,1,POINT (8.53906992 47.39437619)
LOKALISATION_880,927,Hotzesteig,1,1,POINT (8.54011663 47.39257527)
LOKALISATION_881,1812,Schweigmatt,1,1,POINT (8.50127913 47.36615250)
LOKALISATION_882,1709,Sallenbachstrasse,1,1,POINT (8.49972020 47.36933819)
LOKALISATION_883,707,Gratweg,1,1,POINT (8.48876899 47.35756675)
LOKALISATION_884,2135,Wasersteig,1,1,POINT (8.57427025 47.35855008)
LOKALISATION_885,361,Clausiussteig,1,1,POINT (8.54669658 47.37925879)
LOKALISATION_886,1903,Spöndlistrasse,1,1,POINT (8.54939499 47.37884635)
LOKALISATION_887,570,Frauenklinikstrasse,1,1,POINT (8.55055288 47.37866849)
LOKALISATION_888,945,Huttensteig,1,1,POINT (8.54870548 47.38245140)
LOKALISATION_889,544,Fliederstrasse,1,1,POINT (8.54664165 47.38118996)
LOKALISATION_890,1517,Panweg,1,1,POINT (8.54782999 47.38177660)
LOKALISATION_891,2511,Louis-Favre-Platz,0,2,POINT (8.53453406 47.38044966)
LOKALISATION_892,2510,Rangierweg,0,1,POINT (8.53331853 47.38039582)
LOKALISATION_893,1202,Langackerstrasse,1,1,POINT (8.53838286 47.39790478)
LOKALISATION_894,2521,Uetlibergtunnel,1,1,POINT (8.50268633 47.34570519)
LOKALISATION_895,2522,Entlisbergtunnel,1,1,POINT (8.52368802 47.33556710)
LOKALISATION_896,2523,Milchbucktunnel,1,1,POINT (8.54681364 47.39865673)
LOKALISATION_897,2524,Schöneichtunnel,1,1,POINT (8.55280189 47.40225335)
LOKALISATION_898,35,Alfred-Escher-Strasse,1,1,POINT (8.53242958 47.36518303)
LOKALISATION_899,2525,Alfred-Altherr-Terrasse,1,2,POINT (8.55222688 47.39502008)
LOKALISATION_900,2217,Wolfswinkel,1,1,POINT (8.51327190 47.42407897)
LOKALISATION_901,45,Alte Mühlackerstrasse,1,1,POINT (8.50798795 47.42430754)
LOKALISATION_902,1587,Reckenholzstrasse,1,1,POINT (8.51714042 47.42556952)
LOKALISATION_903,1076,Käshaldenstrasse,1,1,POINT (8.54040324 47.43011723)
LOKALISATION_904,2398,Buchwiesenweg,1,1,POINT (8.54254532 47.42778322)
LOKALISATION_905,611,Funkwiesenstrasse,1,1,POINT (8.56091888 47.40666350)
LOKALISATION_906,224,Binzmühlestrasse,1,1,POINT (8.54818306 47.41391222)
LOKALISATION_907,1042,Jungholzstrasse,1,1,POINT (8.54420405 47.41561828)
LOKALISATION_908,454,Eisfeldstrasse,1,1,POINT (8.54896696 47.41516437)
LOKALISATION_909,1577,Rebbergstrasse,1,1,POINT (8.51584445 47.39810450)
LOKALISATION_910,781,Hardbrücke,1,1,POINT (8.52339787 47.39163026)
LOKALISATION_911,690,Goetzstrasse,1,1,POINT (8.54444489 47.38946977)
LOKALISATION_912,1742,Scheuchzerstrasse,1,1,POINT (8.54398421 47.38879061)
LOKALISATION_913,1658,Röslistrasse,1,1,POINT (8.54272988 47.38905727)
LOKALISATION_914,1667,Rotbuchstrasse,1,1,POINT (8.53412352 47.39177449)
LOKALISATION_915,375,Dammsteg,1,1,POINT (8.52777152 47.39028917)
LOKALISATION_916,1671,Rothstrasse,1,1,POINT (8.53516093 47.39306642)
LOKALISATION_917,1459,Nordbrücke,1,1,POINT (8.53000101 47.39329277)
LOKALISATION_918,1157,Krattenturmstrasse,1,1,POINT (8.55247607 47.38932610)
LOKALISATION_919,2235,Zehnderweg,1,1,POINT (8.54496750 47.38026548)
LOKALISATION_920,876,Hochfarbstrasse,1,1,POINT (8.54386459 47.37921038)
LOKALISATION_921,2128,Waltersbachstrasse,1,1,POINT (8.54175060 47.38378997)
LOKALISATION_922,1484,Obstgartensteig,1,1,POINT (8.54213392 47.38271920)
LOKALISATION_923,705,Granitweg,1,1,POINT (8.54278577 47.38578702)
LOKALISATION_924,334,Burgstrasse,1,1,POINT (8.52726226 47.39105168)
LOKALISATION_925,1255,Leutholdstrasse,1,1,POINT (8.52659961 47.39274867)
LOKALISATION_926,752,Habsburgstrasse,1,1,POINT (8.52581272 47.39308193)
LOKALISATION_927,2442,Beno-Eckmann-Weg,1,1,POINT (8.50551803 47.40931984)
LOKALISATION_928,2443,Peter-Debye-Weg,1,1,POINT (8.50453211 47.40776061)
LOKALISATION_929,2444,Othmar-Ammann-Weg,1,1,POINT (8.50539906 47.40927982)
LOKALISATION_930,1433,Narzissenstrasse,1,1,POINT (8.54606145 47.38249230)
LOKALISATION_931,1917,Stäblistrasse,1,1,POINT (8.54935761 47.38375842)
LOKALISATION_932,1741,Scherrstrasse,1,1,POINT (8.54746572 47.38447870)
LOKALISATION_933,308,Buchhölzliweg,1,1,POINT (8.56025791 47.39086659)
LOKALISATION_934,1247,Lettenfussweg,1,1,POINT (8.52876991 47.39080488)
LOKALISATION_935,2369,Marie-Meierhofer-Weg,1,1,POINT (8.56661421 47.38157317)
LOKALISATION_936,2370,Szondiweg,1,1,POINT (8.56801823 47.38101136)
LOKALISATION_937,1970,Stockerstrasse,1,1,POINT (8.53648704 47.36505006)
LOKALISATION_938,1670,Rötelterrasse,1,2,POINT (8.52970730 47.39865162)
LOKALISATION_939,996,Im Waidegg,1,1,POINT (8.53184400 47.39827092)
LOKALISATION_940,2207,Wipkingerplatz,1,2,POINT (8.52352993 47.39264285)
LOKALISATION_941,1192,Kyburgstrasse,1,1,POINT (8.52647320 47.39313026)
LOKALISATION_942,2252,Zeunerstrasse,1,1,POINT (8.52726762 47.39253408)
LOKALISATION_943,1198,Landenbergstrasse,1,1,POINT (8.52768129 47.39203893)
LOKALISATION_944,467,Emil-Klöti-Strasse,1,1,POINT (8.51754055 47.39969179)
LOKALISATION_945,2256,Zielackerstrasse,1,1,POINT (8.48715710 47.38171865)
LOKALISATION_946,1344,Mathysweg,1,1,POINT (8.48544420 47.38002283)
LOKALISATION_947,2332,Else-Züblin-Weg,1,1,POINT (8.48891555 47.37799290)
LOKALISATION_948,383,Dennlerstrasse,1,1,POINT (8.49757906 47.38118015)
LOKALISATION_949,549,Flüelastrasse,1,1,POINT (8.49493691 47.38167357)
LOKALISATION_950,1575,Rautistrasse,1,1,POINT (8.49306133 47.38059179)
LOKALISATION_951,551,Flurstrasse,1,1,POINT (8.49198610 47.38156774)
LOKALISATION_952,898,Hohlstrasse,1,1,POINT (8.50406860 47.38635510)
